job,split,updates,seed,arm,config_id,corr_mean,corr_sharpe,bmc_mean,rows,provenance,signature,result_sha256,prediction_sha256
9412,outer_1,20000,0,adamw,38,0.020278798327623422,1.2614493798954634,0.004025356273820301,359860,embedded_id,1842419a1c93a94974b51d3647045de74e42003710418027174281adc709f1a9,94bf914044767401cd6edf4eb1e3e5cea9930c3bb53412ec56849b254f961309,31f6ccb64012d80eae1ec55a56c7e1750cd7908d58667db4c0b39f85feda3cf4
9413,outer_1,20000,1,adamw,38,0.020650900736182625,1.3096569485929657,0.005594841316273553,359860,embedded_id,5c1dab551c9c72a8940ea7cbd236a7a7918415866d3e371441bc556e4815cded,235d297a9607652a10e1899467dc5f0897024eac13183c2783eeca6b0a091e97,ae31b3b603cc5ead2bab721f8b7ee95fc123f19930b0af0302c775f18307ffb3
9414,outer_1,20000,2,adamw,38,0.01865761951364106,1.2238487528409974,0.004240479500515833,359860,embedded_id,a637bb9da187bc118b53fc060dcde46ab59699f86642162742d25e5bf512cb7c,27b624c3f3a8be0245ef1f3628a11c0e01123be5809c234fafac8508b4179795,e23de197acd9d5928332281834af285e0d2ff94aca2612e2981edfbe4a2ceb0d
9415,outer_1,20000,0,spectral,39,0.021309247326869195,1.5089012333713017,0.0024823348899993473,359860,embedded_id,7e0f890434fbb4667ec69b29363dc6850fecd7ff66a8e83b5ac79557bada5af6,1facaa129bcf5b50f6b21888b733e6e702231b6b925d18d8b3989a3f2c3da2f2,e9bf9dfd6089f27147c783a69ddd54910c02393deb96b9d6af1b00138935e7a7
9416,outer_1,20000,1,spectral,39,0.02409834173575899,1.5726582189885554,0.0059288709804158875,359860,embedded_id,aff8080348070a14a0d18c3b59b4a7810d0af4812a851319fec5d6803caee7c7,473d737c9282e9b1f7fedbcf8c902819059ac3c0416f54a1f027b042b0f312e3,b05afcc9cc60015905951c505f6f621f14f46c3920580bf07fcd0f32a75ef174
9417,outer_1,20000,2,spectral,39,0.023385353297062015,1.589040056584295,0.0036956307842918733,359860,embedded_id,9161aa7f4ba2d64e9c5f7cc05f438e594fe87c776acb283d343be0374ac71790,6f0d7f32d4389df973a686a58984acc4735b868ca4be6064050ea35b19d90f8d,047b697dbb48612fe6e742dac9c5118260f11f4ae3512a926747fc75dfd59f01
