era,spearman,numerai_corr,n
0955,0.004671070697754072,0.007758654756173511,2560
0956,-0.03910558907102798,-0.026276093383229636,2560
0957,0.014169385394843692,0.013877048022836251,2560
0958,-0.02130739939635922,-0.006559553101781867,2560
0959,-0.014362724427539863,-0.007398843141551357,2560
0960,0.011287627148329506,0.0076456190581603665,2560
0961,0.011858471241667005,0.016658212344352483,2560
0962,-0.007899655645419364,-0.0043675386314805465,2560
0963,-0.019744897007721144,-0.013415014883401629,2560
0964,0.02265047080057576,0.017632818904745856,2560
0965,-0.0009100994565973426,-0.01921063606336397,2560
0966,-0.029511553048814063,-0.022418635577732885,2560
