era,zero_pred,filter_off_s10,filter_on_s10,c4_random_s10,gaf_s10,filter_off_s11,filter_on_s11,c4_random_s11,gaf_s11,filter_off_s12,filter_on_s12,c4_random_s12,gaf_s12
0971,-0.002451582519248472,-0.011143801260108006,0.00527761077753171,-0.015003739630197134,-0.02251912498936685,0.014785473539218684,-0.03691411762938573,-0.0077491440394865515,0.010520869387112636,0.04635971935532179,-0.027242585695468932,0.024481527761196765,0.023136616336249943
0972,-0.010961311545608221,0.036129900119590316,0.02593601785878575,-0.0032508247497758797,-0.010928364511802579,0.03522117287872587,-0.005792667440749035,0.023533035695685576,0.010718400608933004,0.02630847094416672,-0.001441462770474468,0.015147538955002317,0.025888707908627392
0973,0.0013417516065275233,0.01577405248984504,0.01016379071014831,-0.001125362338313323,-0.018536033688550044,0.031443014778129046,-0.019852810642676785,-0.022629858408403494,-0.00039394402361528195,0.010389913894953574,0.02122475906846996,0.0050843300765112814,0.02351223661660067
0974,-0.03692532947707726,-0.0014497664388572003,0.02580272731126,0.01897697656763672,0.01319239924910158,-0.03915698996661256,0.022141033372009542,0.01963206198412933,0.007084245488088909,0.01664531399991457,-0.009007908416967202,-0.00015677848398127373,0.02013657458224913
0975,-0.004832660343773934,0.01012312544608772,0.028664961624014534,0.0010923406152832508,0.01624196452755507,0.02236718247086228,-0.0068112634157758345,-0.010849107393696322,-0.024268227615058337,-0.0015258673661135533,0.04041214564253835,-0.012922074580386573,0.0028118555948064964
0976,0.0041897772852091154,0.013595877679357419,0.02202526703352446,0.018547152098570132,0.003237033714693692,0.02373519742647137,0.03185049373735126,0.013449053502714003,-0.018695637718117074,-0.009104102059296607,0.015827560076513432,0.0037312632272249553,0.009128951929972545
0977,0.008616303270657225,0.02728277819589961,0.012029820191233628,0.013085903385722545,-0.009932211567698763,-0.001605667191415377,0.021422731900551276,-0.015561687681051657,-0.0407670822164026,0.0123399541501964,0.004179368964939141,-0.044087584426632895,0.009186247903981704
0978,0.030843158378365886,0.005122818821555562,0.008653669548368475,-0.0076443982820389575,0.004269206891607208,-0.014208461244694484,0.0052797635106082395,0.013317656415676707,0.01712730348060978,-0.008846917684731642,0.016196423243620237,0.00916427962578189,0.002293434591676612
0979,-0.008685533194015138,-0.022347252648091055,0.03705278807634432,0.013026589096202731,0.0022029744079569685,-0.017998040827526905,0.003340751608314798,0.006349769258446032,-0.02016409968113189,0.003990269341539478,0.006837104394874597,0.02763500409804645,0.020377632505257374
0980,0.014771424737039556,-0.02831000509106999,0.042123195218022325,0.02791044791442714,-0.024658989180217684,0.013568662917249409,-0.006162356014797483,-0.017740785299381247,0.007112005126196591,0.02184958311485169,0.02941896272291642,0.022729416263066037,-0.006161937405033722
