era,zero_pred,filter_off_s0,filter_on_s0,c4_random_s0,gaf_s0
0527,-0.00943354154180837,0.07116789314516046,0.014569018010603233,0.04126317613588284,0.034123533724137664
0528,-0.004900844331643031,0.08631207049850424,0.05155876818207689,0.022775575820991278,0.023959464957184214
0529,0.007268878554839024,0.03828262516520149,0.02521510410012831,0.028563128229114113,0.010787805810820877
0530,0.022996036123825055,0.01828613493360214,0.006736024154285374,0.020084508141235812,0.04401538868762328
0531,-0.00808903541009877,0.06765343000006181,0.03269020790479948,0.0039196844056486385,0.025413644282109998
0532,-0.011261362743299596,0.009237426099828255,0.021290771877642656,-0.015834518438856606,-0.02748254717863565
0533,0.014669284661545856,0.025105554607745495,0.02609033985295967,0.008293756582444118,0.00815098434898074
0534,0.01897477267424239,0.06547458741350082,0.04179380511185149,-0.008625559915997076,0.003028207769716855
0535,-0.0025600327618656034,0.0004853029948469621,0.005056116562727256,-0.011926208071662442,0.023995636167472294
0536,0.035817410176141214,0.012777344716957606,0.005120603922683133,-0.016406762374501657,-0.011741842663184647
0537,0.00966381821398861,0.024800677617861352,0.01913314826664103,-0.002556815944670002,-0.02298673308257663
0538,-0.006617356762462489,-0.007859466441326525,0.0005945654966577168,0.004414801857579795,-0.008371543866566215
0539,0.009126333981125292,0.06447838225813309,-0.008418668911227204,0.05576662277418151,-0.02085295259150325
0540,0.0067331705841054135,0.035330442830178624,-0.0008550267165855344,0.027973370013827218,-0.00853124739821042
0541,0.02861008756130202,0.029369699815121705,-0.002371771899486527,0.009641934853577176,0.010419476687038937
0542,-0.019317063357835496,-0.004270199953378566,-0.013463611339729604,0.019034314165479314,0.017522635717460468
0543,-0.008572814690867623,0.00549270507011685,0.028054531700817398,-0.023365939171862235,0.016715016542422953
0544,0.009987362940452015,0.0384318433044544,0.008986362675190051,0.02290913312996202,0.019562084436495705
0545,-0.02701567853339046,-0.019717502791260073,0.003979802288231176,0.0081643340501019,0.010857207226187177
0546,-0.003963472672298381,0.03234634438938907,0.00016062437214344315,0.017289467085798614,0.023198312489813078
0547,-0.010970860336640156,0.029077024970899822,0.009362676435414915,0.013461476992757807,0.046211088817638135
0548,-0.0008200165494275219,-0.0022635813675006044,0.04095248962594691,0.033411486525813765,0.030417843983565077
0549,0.003153702251427909,0.017801690711636984,0.011736097641509874,0.03844345699282211,0.005337061843015727
0550,0.006587950211301131,0.05426457754689241,-0.01305730133631692,0.05293892222805938,-0.0011146404566390543
0551,-0.029039676669851487,0.05958690209739076,0.003214143198945197,0.03449789297310738,0.019291978203100316
0552,-0.009463625329438166,0.025325757957172238,-0.015815878142723935,0.012505808312665553,0.009692115276636711
0553,0.02418045955994605,-0.015042849030662341,-0.012387808177734817,0.024187096308205983,-0.0095922959551549
0554,-0.057913868950190926,0.025903308450364055,0.02158132198473754,0.028966526417589764,0.02038080161056671
0555,0.010188295268826371,-0.00931228019130441,-0.011167318439626421,0.005356140434175216,-0.0029604731723966173
0556,0.055054533616643746,-0.02475150706550365,-0.015306074168505669,0.054996150979195364,-0.01799136258015745
0557,0.03759607426426689,0.0007670285464426241,-0.02512066744155194,-0.005691668042896815,0.010637133966185775
0558,0.009861057708373647,-0.0180990272634936,-0.025094669350735507,-0.01872839469530597,-0.0007452256798345367
0559,-0.019025511416221746,-0.023046985156290185,-0.048788624871067755,0.0058451764076012675,-0.0012948398897188237
0560,-0.010285408961265941,-0.005006031255990829,-0.0068672893125626125,0.011909041892212091,-0.020630446839245
0561,-0.013131796134240238,0.007909914953895843,-0.003280979273662898,0.02271130175063673,-0.029989107791220517
0562,0.038353057612970254,0.03166620454309246,-0.01814160125724977,0.027888824265406648,0.013692923209991123
0563,-0.008755120098228234,0.005588083432722271,-0.0037972691259802347,-0.022113342964140536,0.021642990524330354
0564,-0.013444724307299491,-0.006390233129960628,-0.007536397867589669,-0.028857632771409434,0.011776891417106562
0565,0.036261270755488066,0.02522010378413787,-0.0003274356582069081,0.009218105603393971,0.02953985534536556
0566,-0.02014307003153668,-0.006637261092723386,-0.025442398434860028,-0.019295083500669497,-0.006485545870978163
0567,0.017988284974693312,0.005578028684122217,0.01958190613227496,0.0019994834940658475,0.001499606362622029
0568,-0.00246331727374079,0.024061739797364288,0.018974168314834533,-0.016845555010185902,-0.019865801738831308
0569,-0.023636256893564044,0.04630983718789915,0.031148495712661654,0.026078319529481604,0.023315514248867034
0570,-0.006376774340273869,0.02712455866236175,0.06835513775491307,0.014557099967499383,0.029788660940318252
0571,0.0024905208912300294,0.008333655983815531,0.009049082331712036,-0.013174879415964996,0.005586467486791443
0572,-0.007303650826824573,-0.005525898073478842,-0.0008550424128924902,0.021572012402982614,0.006208223235388317
0573,0.04155697198589878,0.028318777423214644,-0.0051918996438551366,0.03388553748620123,0.008172920997399469
0574,0.008519652799268595,0.04486282456142963,-0.017112569481443237,0.042957335792735654,0.007875763397028885
