era,numerai_corr,spearman,n
0969,0.04555235208267325,0.0456795351723942,6961
0970,0.03972500811224302,0.0260001426063042,6862
0971,0.03970535129322773,0.02664973651173582,6870
0972,0.03549972153195403,0.03619620495424523,6835
0973,0.04088671149530612,0.044248971199383716,6825
0974,0.022965210531436155,0.03926607278720901,6836
0975,0.04626949278009025,0.045081938376956086,6904
0976,0.0428042260346273,0.04252306434690601,6922
0977,0.05899759678224104,0.04329486496551912,6930
0978,0.05733618283140055,0.045035011631515263,7173
0979,0.03077022773608991,0.01878630829818218,7188
0980,0.03245283990311749,0.022550064756414447,7167
0981,0.01315617033644368,0.017847528957070466,7095
0982,0.003754210567100403,0.013003747098729184,6991
0983,0.018954926666519455,0.025864852676350844,6934
0984,0.010902372860353353,0.011984598084762585,6941
0985,0.01680868385456128,0.026960818173361257,6955
0986,0.02647364156599058,0.03814600593444878,7021
0987,0.04013285388189808,0.03350342345649935,7042
0988,0.016924345484077855,0.013505641971397782,7105
0989,0.020767526417187834,0.009896580745351028,7093
0990,0.032819235558691956,0.016491305630618576,7094
0991,0.025009202630677952,0.013197112565113016,7016
0992,0.02848519249436764,0.015480045044359403,6871
0993,0.020961722392908617,0.013155843972588187,6863
0994,0.042369902388206815,0.035844023624769884,6844
0995,0.041358909457225874,0.029556483031865564,6853
0996,0.0443311237542954,0.0414868442804888,6943
0997,0.056718221835639904,0.05940383836750125,6916
0998,0.047422214142574796,0.048923582739987606,6946
0999,0.042364076786337516,0.04293271468750839,6906
1000,0.034732876395040246,0.03313158078073703,6874
1001,0.024260402359181133,0.016435570040881427,6878
1002,0.0238194744337713,0.01114374061454914,6928
1003,0.033927306313103346,0.02327424518846595,7018
1004,0.04153320779993309,0.021878842380469856,7001
1005,0.05416468461481706,0.0384864144090157,6989
1006,0.02643828502686468,0.02840813003939939,6911
1007,0.016749324345112386,0.012102512822268737,6823
1008,0.02276306812665456,0.010018479813663012,6687
1009,0.026982811990890518,0.01968913785127728,6688
1010,0.03961555049177563,0.03785062702038138,6587
1011,0.014537646254032203,0.021493965097679,6582
1012,0.008407525276698465,0.017127020002478094,6625
1013,0.023623850247050174,0.03645906670839869,6474
1014,0.03663771512619541,0.0436782339468074,6503
1015,0.04939654333656631,0.05166860453583683,6397
1016,0.05682327378746813,0.06262025187511346,6392
1017,0.04819459649372116,0.04445881275155981,6551
1018,0.04072579511956946,0.038106050611111796,6632
1019,0.033770660482690354,0.040363015758165276,6584
1020,0.011206915940106492,0.01425405837773502,6452
1021,0.014031690046133817,0.012468639141176472,6397
1022,0.004180862398550135,0.004189368837763236,6335
1023,0.006786580030680807,0.016716970316142433,6336
1024,0.01732025243547815,0.014427668206240207,6389
1025,0.026954104536225612,0.028267233170379838,6419
1026,0.039080954386933715,0.042912329818423155,6424
1027,0.036158115241569755,0.02993218564743826,6418
1028,0.02601010674871885,0.02288367206931275,6362
1029,0.011906258965442259,0.00498643125359102,6373
1030,-0.0034298278061821877,-0.005006757721776389,6415
1031,-0.0027213596518622994,-0.0007048713651939024,6230
1032,0.0019995371507722185,0.005981810892169204,6204
1033,0.028597759032615244,0.02941134725157389,6117
1034,0.03074858082004501,0.04043546794037735,6062
1035,0.03438185675525276,0.03872453307323,6008
1036,0.05664093420461455,0.05909872208762609,6030
1037,0.06922156216989864,0.06235074163839976,6092
1038,0.06467187892653214,0.06692333220455167,6188
1039,0.051642676026982616,0.049783381901214785,6212
1040,0.025675960223407304,0.01891466556458028,6297
1041,0.002269723485051449,-0.006991404859866234,6263
1042,0.015921007065027144,0.017232283071479754,6222
1043,0.038312119260023224,0.027995311333382032,6216
1044,0.04450984569850366,0.043567300985791015,6086
1045,0.06604466332731455,0.06183179161670292,6027
1046,0.04393393397405147,0.04406555239422352,6007
1047,0.050742696370771494,0.044907859518327355,6029
1048,0.03754872344522455,0.04620406557128826,6099
1049,0.04924311383658211,0.05833113108879812,6215
1050,0.05662466549264994,0.06129890700036923,6220
1051,0.04044317092986724,0.050137459432094425,6284
1052,0.0401039265303314,0.03584407410169577,6318
1053,0.0197281367964023,0.03125785807473231,6335
1054,0.00357418826654373,2.4187770556884888e-05,6378
1055,0.01820942196856895,0.013891461162189075,6455
1056,0.025678189220455224,0.009977543685606218,6492
1057,0.01269504265330037,0.0064271798052679616,6442
1058,0.011467053548630939,0.0028702173356557883,6391
1059,0.016736641232478,0.017511905437707115,6304
1060,0.022269302582431764,0.02012465540381767,6291
1061,0.014142987581471568,0.015678867982090946,6231
1062,0.02505724239652351,0.01582852743755993,6213
1063,0.037639245658328685,0.02826981258149555,6210
1064,0.020274276017613283,0.02377751417656121,6201
1065,0.030464136012436194,0.030717585673655495,6209
1066,0.03446058165715699,0.017871585133759464,6271
1067,0.013813812112763897,0.016449319450969703,6280
1068,0.0226335322553534,0.0242036332142327,6358
1069,0.02508192701245283,0.027841839791098423,6356
1070,0.018940633005220437,0.021835048366471484,6399
1071,0.030240672745306955,0.03529092964900136,6353
1072,0.019247128481449056,0.016662477501812677,6317
1073,-0.005360961493541928,-0.001809233053254536,6263
1074,0.003236441279271716,-0.0037709400976522565,6285
1075,-0.016108397323426497,-0.007218267482380421,6296
1076,0.025627013727074044,0.025301658544710514,6272
1077,0.05009899415859792,0.043271932262598435,6245
1078,0.0463658852585767,0.044093609079221344,6165
1079,0.05735322465740665,0.04705186449667036,6141
1080,0.04101363302008569,0.041989988789480494,6118
1081,0.03376665719431022,0.026656300227554545,6147
1082,0.029485613899005753,0.0224508364683971,6216
1083,0.00924992095001399,0.009858243812150714,6190
1084,0.010345755004425763,0.0025027174719019513,6153
1085,0.017798731530931682,0.013443550365418219,6096
1086,-0.0011368895245303903,-0.007388673835977273,6038
1087,0.023891762423182663,0.018342571343933318,6026
1088,0.016733483185279244,0.018265947700706688,6043
1089,0.025752557383354472,0.019752036369742366,6041
1090,0.03388551377542485,0.03437501365418635,6109
1091,0.028518151843342783,0.022650824918885502,6117
1092,0.02147023344822382,0.02254009852768671,6144
1093,0.03504262797162015,0.03781628540560682,6210
1094,0.03192453473806746,0.03081062863949604,6286
1095,0.03229261775720034,0.041632371701003375,6393
1096,0.03408443303703576,0.03881646215051353,6402
1097,0.027203617467577084,0.03619609538608152,6335
1098,0.03250142331274772,0.04888906196355984,6282
1099,0.010357982471482442,0.018847516780333817,6229
1100,-0.002549253305650519,0.006933537146772751,6220
1101,-0.005404325789594431,0.008891596720221176,6218
1102,0.03210705750318739,0.033728645998491256,6244
1103,0.031168791063079206,0.057496639424422104,6296
1104,0.028533702122596295,0.03864973745412188,6303
1105,0.06786490148174848,0.06028329875686056,6389
1106,0.06695748847080504,0.0662224332714812,6470
1107,0.06192241672000318,0.057626506756093265,6502
1108,0.06384785977882346,0.04995338023305519,6547
1109,0.04239586927047257,0.04421680229500615,6531
1110,0.03983504049199136,0.04461409946292551,6511
1111,0.031572091465640224,0.0318142923374128,6468
1112,0.018325180794362905,0.011439298049804552,6430
1113,0.00782705110630217,0.008807423570799545,6378
1114,-0.0033977119683078452,-0.002454438765171232,6329
1115,-0.008060545782089005,0.004285307455528081,6328
1116,0.009398796305476515,0.02268032890968517,6357
1117,0.031348627108321356,0.03899184672407521,6382
1118,0.025214417537601636,0.0318745409267535,6378
1119,0.013624275026615552,0.021951540033004185,6385
1120,0.023712852100635565,0.021578687122613193,6313
1121,0.02502562974729444,0.010392059723264305,6300
1122,0.024107948996067826,0.018339104249967982,6267
1123,0.019163063127187813,0.03091718602192133,6315
1124,0.017993557151898747,0.03546086169957676,6323
1125,0.029006806002876816,0.03711870619811966,6322
1126,0.031267275991874864,0.030875265078652663,6328
1127,0.025130345642881153,0.023371970584768087,6366
1128,0.012985604809466277,-0.0011520209536334091,6376
1129,0.0018934518085480547,-0.0021052956684019103,6361
1130,0.016217508960048095,0.02005779553923629,6303
